name,series
Kazuaki Oji,World Trigger
Kazuki Kurauchi,World Trigger
Kazuma Satomi,World Trigger
Kazuto Tonooka,World Trigger
Kei Tachikawa,World Trigger
Kirie Konami,World Trigger
Kō Murakami,World Trigger
Kotarou Tomoe (WT),World Trigger
Kouhei Izumi,World Trigger
Kouji Oki,World Trigger
Koutarou Suwa,World Trigger
Kuniharu Kakizaki,World Trigger
Kyousuke Karasuma,World Trigger
Lamvanein,World Trigger
Masataka Ninomiya,World Trigger
Masato Kageura,World Trigger
Michael Cronin,World Trigger
Mira (WT),World Trigger
Mitsuru Tokieda,World Trigger
Noboru Koarai,World Trigger
Nozomi Kako,World Trigger
Osamu Mikumo,World Trigger
Raijinmaru,World Trigger
Ratarikov,World Trigger
Reghindetz,World Trigger
Rei Nasu,World Trigger
Reiji Kizaki,World Trigger
Replica,World Trigger
Rokuro Wakamura,World Trigger
Ryo Utagawa,World Trigger
Satori Ken,World Trigger
Satoshi Mizukami,World Trigger
Shinji Fuyushima,World Trigger
Shinnosuke Tsuji,World Trigger
Shiori Usami,World Trigger
Shirou Kikuchihara,World Trigger
Shouhei Kodera,World Trigger
Shuji Miwa,World Trigger
Shun Midorikawa,World Trigger
Souya Kazama,World Trigger
Sumiharu Inukai,World Trigger
Taichi Betsuyaku,World Trigger
Takuma Yuba,World Trigger
Takumi Rindou,World Trigger
Tatsuhito Ikoma,World Trigger
Tatsuya Kuruma,World Trigger
Tetsuji Arafune,World Trigger
Tooru Narasaka,World Trigger
Tsukihiko Amou,World Trigger
Tsuneyuki Okudera,World Trigger
Viza,World Trigger
Yoko Katori,World Trigger
Yoshito Hanzaki,World Trigger
Yosuke Yoneya,World Trigger
Youtarou Rindou,World Trigger
Yuichi Jin,World Trigger
Yukari Obishima,World Trigger
Yūko Kumagai,World Trigger
Yuri Rindou,World Trigger
Yutaka Kashio,World Trigger
Yuu Kunichika,World Trigger
Yuuma Kuga,World Trigger
Yuuta Miura,World Trigger
Yuzuru Ema,World Trigger
Aniki (WEC),World's End Club
Chuko,World's End Club
Jennu,World's End Club
Kansai (WEC),World's End Club
Master (WEC),World's End Club
Mowchan,World's End Club
Nyoro (WEC),World's End Club
Pai,World's End Club
Pielope,World's End Club
Pochi (WEC),World's End Club
Reycho,World's End Club
Tattsun,World's End Club
Vanilla (WEC),World's End Club
Yuki (WEC),World's End Club
Akane Ryuzoji,World's End Harem
Akira Toudou,World's End Harem
Chloe Mansfield,World's End Harem
Doi Shota,World's End Harem
Elisa Tachibana,World's End Harem
Karen Kamiya,World's End Harem
Mahiru Mizuhara,World's End Harem
Maria Kuroda,World's End Harem
Mira Suou,World's End Harem
Natsu Ichijho,World's End Harem
Neneko Isurugi,World's End Harem
Rea Katagiri,World's End Harem
Rena Kitayama,World's End Harem
Shion Hoshino,World's End Harem
Shunka Hiiragi,World's End Harem
Sir Impotence,World's End Harem
Sui Yamada,World's End Harem
Yuzuki Hanyu,World's End Harem
World's Horniest Housewife,World's Horniest Housewife - Rikky Horne
Asuma Shirou,Worldend:Debugger
Miharu Seno,Worldend:Debugger
Minagi Tomoe,Worldend:Debugger
Rohomo,Worldend:Debugger
Missy Biron,Worm
Queen Administrator,Worm
Victoria Dallon,Worm
Rotten Water,Worn and Torn Newbie
Hana Tsukishima,Worst
Etsuji,Worst Dating Sim
Rora,Wortenia Senki
Ryouma Mikoshiba,Wortenia Senki
Sara (WS),Wortenia Senki
Amaryllis Penndraig,Worth the Candle
Lee Sungmin,Worthless Regression
Bakakura,Wotaku ni Koi wa Muzukashii
Hanako Koyanagi,Wotaku ni Koi wa Muzukashii
Kou Sakuragi,Wotaku ni Koi wa Muzukashii
Mr. Udder-Lover,Wotaku ni Koi wa Muzukashii
Naoya Nifuji,Wotaku ni Koi wa Muzukashii
Narumi Momose,Wotaku ni Koi wa Muzukashii
Ayşe,Woven
Daizy,Wow! Wow! Wubbzy!
Walden,Wow! Wow! Wubbzy!
Widget,Wow! Wow! Wubbzy!
Wubbzy,Wow! Wow! Wubbzy!
Pseudo-pioneer,WOZWALD
Fix-It Felix Jr.,Wreck-It Ralph
King Candy,Wreck-It Ralph
Sergeant Calhoun,Wreck-It Ralph
Shank,Wreck-It Ralph
Vanellope von Schweetz,Wreck-It Ralph
Wreck-It Ralph,Wreck-It Ralph
Ouga Saki,Wright Flyer Live Entertainment
Menhera-chan (WCTSM),Wrist-Cut Transformation Subculture✡︎Menhera
Nekotan,Wrist-Cut Transformation Subculture✡︎Menhera
Sabukaru-chan,Wrist-Cut Transformation Subculture✡︎Menhera
Yumekawa-chan,Wrist-Cut Transformation Subculture✡︎Menhera
Lin Dong,Wu Dong Qian Kun
Ling Qingzhu,Wu Dong Qian Kun
Little Marten,Wu Dong Qian Kun
Qing Tan,Wu Dong Qian Kun
Su Xiao An,Wu Shan Wu Xing
Wen Ren Yu Xuan,Wu Shan Wu Xing
Yu Qing,Wu Shan Wu Xing
RZA,Wu-Tang Clan
Wuffle,Wuffle the Big Nice Wolf
Moby,Wurm: Journey to the Center of the Earth
Rover (F),Wuthering Waves
Rover (M),Wuthering Waves
Yanyan (WW),Wuthering Waves
Adam Cole,WWE
AJ Styles,WWE
Alexa Bliss,WWE
André the Giant,WWE
Batista,WWE
Bayley,WWE
Becky Lynch,WWE
Big E (WWE),WWE
Big Show,WWE
Billie Kay,WWE
Bray Wyatt,WWE
Brock Lesnar,WWE
BROKEN Matt Hardy,WWE
Charlotte Flair,WWE
Chris Jericho,WWE
Christian,WWE
CM Punk,WWE
Cody Rhodes,WWE
Dakota Kai,WWE
Daniel Bryan,WWE
Dolph Ziggler,WWE
Edge,WWE
Fandango,WWE
Finn Balor,WWE
Gunther (WWE),WWE
Heath Slater,WWE
Hulk Hogan,WWE
Io Shirai,WWE
Jeff Hardy,WWE
John Cena,WWE
John Morrison,WWE
Johnny Gargano,WWE
Jon Moxley,WWE
Kairi Sane,WWE
Kanako Urai,WWE
Kane (WWE),WWE
Keith Lee,WWE
Kevin Owens,WWE
Kofi Kingston,WWE
Kurt Angle,WWE
Lana (WWE),WWE
Luke Harper,WWE
Macho Man,WWE
Maryse,WWE
Mick Foley,WWE
Nikki A.S.H.,WWE
R-Truth,WWE
Randy Orton,WWE
Rey Mysterio,WWE
Rhea Ripley,WWE
Ric Flair,WWE
Roman Reigns,WWE
Sami Zayn,WWE
Sasha Banks,WWE
Seth Rollins,WWE
Shawn Michaels,WWE
Sheamus,WWE
Shinsuke Nakamura,WWE
Sin Cara,WWE
Stacy Keibler,WWE
Steve Austin,WWE
The Miz,WWE
The Rock,WWE
The Total Package,WWE
The Undertaker,WWE
Toni Storm,WWE
Triple H,WWE
Tyler Breeze,WWE
Vince McMahon,WWE
William Regal,WWE
Xavier Woods,WWE
Zack Ryder,WWE
Daisuke Higashida,WWW.Working!!
Hana Miyakoshi,WWW.Working!!
Masahiro Adachi,WWW.Working!!
Sayuri Muranushi,WWW.Working!!
Shiho Kamakura,WWW.Working!!
Yuuta Shindou,WWW.Working!!
Jeremy Chetri,Wynonna Earp
Nicole Haught,Wynonna Earp
Valdez,Wynonna Earp
Waverly Earp,Wynonna Earp
Wynonna Earp,Wynonna Earp
Arashi Kishu,X
Fuuma Monou,X
Hinoto,X
Kakyou Kuzuki,X
Kamui Shirou,X
Kanoe,X
Karen Kasumi,X
Kotori Monou,X
Nataku (X),X
Satsuki Yatoji,X
Sorata Arisugawa,X
Yuzuriha Nekoi,X
Ash (XxA),X Ash
Full Moon Ryu,X Ash
Myu Karron,X Ash
X (XA),X Ash
Ayumi,X-Blades
John Bradford,X-COM
Moira Vahlen,X-COM
The Spokesman,X-COM
Torque (XCOM),X-COM
Corpirate,X-Ray and Vav
Edgar the Cow,X-Ray and Vav
Mad King,X-Ray and Vav
Mogar,X-Ray and Vav
Vav,X-Ray and Vav
X-Ray,X-Ray and Vav
Xavier,Xavier: Renegade Angel
Acht (XBlaze),XBlaze
Akira Kamewari,XBlaze
Avenge,XBlaze
Drei (XBlaze),XBlaze
Elise von Klagen,XBlaze
ES,XBlaze
Es-N,XBlaze
Hinata Himezuru,XBlaze
Kuon Glamred Stroheim,XBlaze
Marceline F. Mercury,XBlaze
Mei Amanohokosaka,XBlaze
Nobody,XBlaze
Ripper,XBlaze
Sechs,XBlaze
Souichiro Unomaru,XBlaze
Touya Kagari,XBlaze
Yuki Himezuru,XBlaze
Gabrielle,Xena: Warrior Princess
Xena,Xena: Warrior Princess
Anna Jelenko,Xenobiology
Alvis,Xenoblade Chronicles
Bana (XC1),Xenoblade Chronicles
Berryjammy,Xenoblade Chronicles
Dickson,Xenoblade Chronicles
Dunban,Xenoblade Chronicles
Egil,Xenoblade Chronicles
Fiora (XC),Xenoblade Chronicles
Gadolt,Xenoblade Chronicles
Gael'gar,Xenoblade Chronicles
Juju (XC),Xenoblade Chronicles
Kallian Antiqua,Xenoblade Chronicles
Kino (XC),Xenoblade Chronicles
Klaus (XC),Xenoblade Chronicles
Lorithia,Xenoblade Chronicles
Melia Antiqua,Xenoblade Chronicles
Metal Face,Xenoblade Chronicles
Meyneth,Xenoblade Chronicles
Nene (XC),Xenoblade Chronicles
Otharon,Xenoblade Chronicles
Reyn,Xenoblade Chronicles
Riki,Xenoblade Chronicles
Sharla,Xenoblade Chronicles
Shulk,Xenoblade Chronicles
Sorean,Xenoblade Chronicles
Tyrea,Xenoblade Chronicles
Vanea,Xenoblade Chronicles
Vangarre,Xenoblade Chronicles
Xord,Xenoblade Chronicles
Zanza,Xenoblade Chronicles
Addam,Xenoblade Chronicles 2
Adenine,Xenoblade Chronicles 2
Aegaeon,Xenoblade Chronicles 2
Agate,Xenoblade Chronicles 2
Akhos,Xenoblade Chronicles 2
Amalthus,Xenoblade Chronicles 2
Aunt Corrine,Xenoblade Chronicles 2
Azami (XC2),Xenoblade Chronicles 2
Azurda,Xenoblade Chronicles 2
Bana,Xenoblade Chronicles 2
Boreas,Xenoblade Chronicles 2
Brighid,Xenoblade Chronicles 2
Captain Padraig,Xenoblade Chronicles 2
Consul Dughall,Xenoblade Chronicles 2
Corvin,Xenoblade Chronicles 2
Cressidus,Xenoblade Chronicles 2
Crossette,Xenoblade Chronicles 2
Dagas,Xenoblade Chronicles 2
Dahlia,Xenoblade Chronicles 2
Dromarch,Xenoblade Chronicles 2
Electra,Xenoblade Chronicles 2
Finch,Xenoblade Chronicles 2
Floren,Xenoblade Chronicles 2
Godfrey (XC2),Xenoblade Chronicles 2
Gorg,Xenoblade Chronicles 2
Gort,Xenoblade Chronicles 2
Haze,Xenoblade Chronicles 2
Herald,Xenoblade Chronicles 2
Hugo,Xenoblade Chronicles 2
Jin (XC2),Xenoblade Chronicles 2
Kasandra,Xenoblade Chronicles 2
Kora,Xenoblade Chronicles 2
Lila (XC2),Xenoblade Chronicles 2
Lora,Xenoblade Chronicles 2
Malos,Xenoblade Chronicles 2
Mikhail (XC2),Xenoblade Chronicles 2
Milton,Xenoblade Chronicles 2
Minoth,Xenoblade Chronicles 2
Mòrag,Xenoblade Chronicles 2
Mythra,Xenoblade Chronicles 2
Newt (XC2),Xenoblade Chronicles 2
Nia,Xenoblade Chronicles 2
Niall,Xenoblade Chronicles 2
Nim,Xenoblade Chronicles 2
Niranira,Xenoblade Chronicles 2
Obrona,Xenoblade Chronicles 2
Ophion (XC2),Xenoblade Chronicles 2
Pandoria,Xenoblade Chronicles 2
Patroka,Xenoblade Chronicles 2
Perceval,Xenoblade Chronicles 2
Perdido,Xenoblade Chronicles 2
Perun (XC2),Xenoblade Chronicles 2
Poppi,Xenoblade Chronicles 2
Poppibuster,Xenoblade Chronicles 2
Praxis,Xenoblade Chronicles 2
Pyra,Xenoblade Chronicles 2
Rex,Xenoblade Chronicles 2
Roc,Xenoblade Chronicles 2
Sever,Xenoblade Chronicles 2
Sheba (XC2),Xenoblade Chronicles 2
The Architect (XC2),Xenoblade Chronicles 2
Theory,Xenoblade Chronicles 2
Tora (XC2),Xenoblade Chronicles 2
Turters,Xenoblade Chronicles 2
Ursula (XC2),Xenoblade Chronicles 2
Vale,Xenoblade Chronicles 2
Vandham,Xenoblade Chronicles 2
Vess,Xenoblade Chronicles 2
Wulfric (XC2),Xenoblade Chronicles 2
Zeke (XC2),Xenoblade Chronicles 2
Zenobia (XC2),Xenoblade Chronicles 2
Πνευμα,Xenoblade Chronicles 2
Alexandria,Xenoblade Chronicles 3
Ashera (XC3),Xenoblade Chronicles 3
Cammuravi,Xenoblade Chronicles 3
Consul X,Xenoblade Chronicles 3
D (XC3),Xenoblade Chronicles 3
Ethel (XC3),Xenoblade Chronicles 3
Eunie,Xenoblade Chronicles 3
Fiona (XC3),Xenoblade Chronicles 3
Ghondor,Xenoblade Chronicles 3
Gray (XC3),Xenoblade Chronicles 3
Guernica Vandham,Xenoblade Chronicles 3
Isurd,Xenoblade Chronicles 3
Jingoistic Gigantus,Xenoblade Chronicles 3
Juniper (XC3),Xenoblade Chronicles 3
Lanz,Xenoblade Chronicles 3
Manana,Xenoblade Chronicles 3
Mio (XC3),Xenoblade Chronicles 3
Miyabi (XC3),Xenoblade Chronicles 3
Monica Vandham,Xenoblade Chronicles 3
Mwamba,Xenoblade Chronicles 3
N (XC3),Xenoblade Chronicles 3
Nimue,Xenoblade Chronicles 3
Noah,Xenoblade Chronicles 3
P (XC3),Xenoblade Chronicles 3
Riku (XC3),Xenoblade Chronicles 3
Segiri,Xenoblade Chronicles 3
Sena (XC3),Xenoblade Chronicles 3
Shania (XC3),Xenoblade Chronicles 3
Taion,Xenoblade Chronicles 3
Teach (XC3),Xenoblade Chronicles 3
Triton (XC3),Xenoblade Chronicles 3
Valdi,Xenoblade Chronicles 3
Zeon,Xenoblade Chronicles 3
Alexa (XCX),Xenoblade Chronicles X
Bozé,Xenoblade Chronicles X
Celica (XCX),Xenoblade Chronicles X
Cross (XCX),Xenoblade Chronicles X
Dagahn,Xenoblade Chronicles X
Doug (XCX),Xenoblade Chronicles X
Elma (XCX),Xenoblade Chronicles X
Frye,Xenoblade Chronicles X
Ga Jiarg,Xenoblade Chronicles X
Goetia (XCX),Xenoblade Chronicles X
Gwin,Xenoblade Chronicles X
H.B.,Xenoblade Chronicles X
Hope (XCX),Xenoblade Chronicles X
Irina,Xenoblade Chronicles X
L'cirufe,Xenoblade Chronicles X
Lao,Xenoblade Chronicles X
Lin (XCX),Xenoblade Chronicles X
Luxaar,Xenoblade Chronicles X
Mia (XCX),Xenoblade Chronicles X
Murderess,Xenoblade Chronicles X
Nagi (XCX),Xenoblade Chronicles X
Phog,Xenoblade Chronicles X
Ryyz,Xenoblade Chronicles X
Tatsu (XCX),Xenoblade Chronicles X
Yelv,Xenoblade Chronicles X
Bart (XG),Xenogears
Big Joe,Xenogears
Billy Lee Black,Xenogears
Chu-Chu,Xenogears
Citan Uzuki,Xenogears
Dominia Yizkor,Xenogears
Elly (XG),Xenogears
Emeralda Kasim,Xenogears
Fei Fong Wong,Xenogears
Grahf,Xenogears
Id (XG),Xenogears
Jessie Black,Xenogears
Kelvena,Xenogears
Krelian,Xenogears
Marguerite Fatima,Xenogears
Maria Balthasar,Xenogears
Miang Hawwa,Xenogears
Ramsus,Xenogears
Seraphita (XG),Xenogears
Sigurd Harcourt,Xenogears
Tolone,Xenogears
Albedo Piazzolla,Xenosaga
Allen Ridgely,Xenosaga
Andrew Cherenkov,Xenosaga
Canaan (XS),Xenosaga
chaos (XS),Xenosaga
Erde Kaiser Σ,Xenosaga
Febronia,Xenosaga
Jesus Christ (XS),Xenosaga
Jin Uzuki,Xenosaga
Jr.,Xenosaga
Kevin Winnicot,Xenosaga
KOS-MOS,Xenosaga
Luis Virgil,Xenosaga
Margulis,Xenosaga
Miyuki Itsumi,Xenosaga
MOMO Mizrahi,Xenosaga
Nephilim (XS),Xenosaga
Nigredo (XS),Xenosaga
Pellegri,Xenosaga
Shion Uzuki,Xenosaga
T-elos,Xenosaga
Voyager (XS),Xenosaga
Wilhelm (XS),Xenosaga
Ziggy,Xenosaga
Chase Young,Xiaolin Showdown
Dojo Kanojo Cho,Xiaolin Showdown
Jack Spicer,Xiaolin Showdown
Tiny Sim,Xiaolin Showdown
Wuya,Xiaolin Showdown
Xiaolin Dragon of Earth,Xiaolin Showdown
Xiaolin Dragon of Fire,Xiaolin Showdown
Xiaolin Dragon of Water,Xiaolin Showdown
Xiaolin Dragon of Wind,Xiaolin Showdown
Beret Guy,xkcd
Black Hat (xkcd),xkcd
Megan (xkcd),xkcd
Keisuke Sudou,XL Joushi.
Saki Watase,XL Joushi.
Arthur (XSS),Xmas Shooting Scramble!!
Aru (XSS),Xmas Shooting Scramble!!
Kiriko,Xmas Shooting Scramble!!
Natsumi (XSS),Xmas Shooting Scramble!!
Nico (XSS),Xmas Shooting Scramble!!
Arisa Ibuki,XorceD - Sashiro's Laedrum
Egor Vanzin,XorceD - Sashiro's Laedrum
Frank von Stein,XorceD - Sashiro's Laedrum
Haruka Midori,XorceD - Sashiro's Laedrum
Janna (XorceD),XorceD - Sashiro's Laedrum
Karin Nagayama,XorceD - Sashiro's Laedrum
Mamiko Hasekura,XorceD - Sashiro's Laedrum
Nanaka Shinomiya,XorceD - Sashiro's Laedrum
Nobuyuki-sensei,XorceD - Sashiro's Laedrum
Princess Salt,XorceD - Sashiro's Laedrum
Qi (XorceD),XorceD - Sashiro's Laedrum
Sashiro Kobata,XorceD - Sashiro's Laedrum
Takeo Kubashi,XorceD - Sashiro's Laedrum
Terrorist (XorceD),XorceD - Sashiro's Laedrum
Xorce,XorceD - Sashiro's Laedrum
Yuuki-sensei,XorceD - Sashiro's Laedrum
Zhed Ken Tor,XorceD - Sashiro's Laedrum
ANON,XOXO
Bae Pyoun,XOXO Droplets
Jeremy King,XOXO Droplets
xQc,xQc
Ame-Warashi,xxxHOLiC
Haruka Doumeki,xxxHOLiC
Himawari Kunogi,xxxHOLiC
Jorougumo,xxxHOLiC
Kimihiro Watanuki,xxxHOLiC
Kohane Tsuyuri,xxxHOLiC
Kudakitsune,xxxHOLiC
Maru,xxxHOLiC
Mokona Modoki (Black),xxxHOLiC
Moro (HOLiC),xxxHOLiC
Neko Musume (HOLiC),xxxHOLiC
Shizuka Doumeki,xxxHOLiC
Yuuko Ichihara,xxxHOLiC
Zashiki-Warashi,xxxHOLiC
Yukina Yuzuhara,Y.U.K.I.N.A
Eiko Tsukimi,Ya Boy Kongming!
Eiko's fan,Ya Boy Kongming!
Kabetaijin,Ya Boy Kongming!
Koumei,Ya Boy Kongming!
Nanami Kuon,Ya Boy Kongming!
Owner Kobayashi,Ya Boy Kongming!
Steave Kido,Ya Boy Kongming!
Yadamon,Yadamon
Akari Hyuuga,Yagate Kimi ni Naru
Haru Edamoto,Yagate Kimi ni Naru
Koyomi Kanou,Yagate Kimi ni Naru
Miyako Kodama,Yagate Kimi ni Naru
Rei Koito,Yagate Kimi ni Naru
Riko Hakozaki,Yagate Kimi ni Naru
Sayaka Saeki,Yagate Kimi ni Naru
Seiji Maki,Yagate Kimi ni Naru
Suguru Doujima,Yagate Kimi ni Naru
Touko Nanami,Yagate Kimi ni Naru
Yuu Koito,Yagate Kimi ni Naru
Hachiman Hikigaya,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Haruno Yukinoshita,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Hayato Hayama,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Hina Ebina,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Iroha Isshiki,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Kaori Orimoto,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Keika Kawasaki,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Komachi Hikigaya,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Meguri Shiromeguri,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Minami Sagami,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Mother Yuigahama,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Mother Yukinoshita,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Pan the Panda,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Rumi Tsurumi,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Saika Totsuka,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Saki Kawasaki,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Shizuka Hiratsuka,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Tamanawa,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Tobecchi,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Yoshiteru Zaimokuza,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Yui Yuigahama,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Yukinon,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Yumiko Miura,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Chihiro Fukuyama,Yaiteru Futari
Iko Onda,Yajin
Pico (Yajin),Yajin
Shingo Takajou,Yajin
Utsugi (Yajin),Yajin
Miki Zenouji,Yakata ~Kannou Kitan~
Ruri Zenouji,Yakata ~Kannou Kitan~
Hinami Shiina,Yakedo Shoujo
Akiha Konno,Yakimochi wa Kitsuneiro
Yukuri Takahashi,Yakimochi wa Kitsuneiro
Azuma Kazuma,Yakitate!! Japan
Brad Kidd,Yakitate!! Japan
Kageto Kinoshita,Yakitate!! Japan
Kai Suwabara,Yakitate!! Japan
Ken Matsushiro,Yakitate!! Japan
Kyousuke Kawachi,Yakitate!! Japan
Mizuno Azusagawa,Yakitate!! Japan
Monica Adenauer,Yakitate!! Japan
Pierrot Bolneze,Yakitate!! Japan
Ryo Kuroyanagi,Yakitate!! Japan
Shigeru Kanmuri,Yakitate!! Japan
Tsukino Azusagawa,Yakitate!! Japan
Shuuko Yakumo,Yakumo-san Wa Edzuke Ga Shitai.
Himeno Toyokawa,Yakunara Mug Cup mo
Mika Kukuri,Yakunara Mug Cup mo
Naoko Naruse,Yakunara Mug Cup mo
Touko Aoki,Yakunara Mug Cup mo
Ryoko Yakushiji,Yakushiji Ryouko no Kaiki Jikenbo
Ezechiel Vanderschleim,Yakushoku Distopiary
Shizuwake,Yakushoku Distopiary
Tolza Godolschleim,Yakushoku Distopiary
Alicia (YnN),Yakusoku no Neverland
Anna (YnN),Yakusoku no Neverland
Ayshe,Yakusoku no Neverland
Barbara (YnN),Yakusoku no Neverland
Chris (YnN),Yakusoku no Neverland
Cislo,Yakusoku no Neverland
Conny,Yakusoku no Neverland
Dominic,Yakusoku no Neverland
Don,Yakusoku no Neverland
Emma,Yakusoku no Neverland
Eugene (YnN),Yakusoku no Neverland
Gilda,Yakusoku no Neverland
Gillian (YnN),Yakusoku no Neverland
Hayato (YnN),Yakusoku no Neverland
Isabella,Yakusoku no Neverland
Jemima,Yakusoku no Neverland
Lannion,Yakusoku no Neverland
Leslie,Yakusoku no Neverland
Leuvis,Yakusoku no Neverland
Lucas (YnN),Yakusoku no Neverland
Mark (YnN),Yakusoku no Neverland
Mister (YnN),Yakusoku no Neverland
Mujika,Yakusoku no Neverland
Nat (YnN),Yakusoku no Neverland
Nigel (YnN),Yakusoku no Neverland
Norman,Yakusoku no Neverland
Oliver (YnN),Yakusoku no Neverland
Peter Ratri,Yakusoku no Neverland
Phil,Yakusoku no Neverland
Rossi,Yakusoku no Neverland
Sherry (YnN),Yakusoku no Neverland
Simon (YnN),Yakusoku no Neverland
Sister Krone,Yakusoku no Neverland
Sleepyhead,Yakusoku no Neverland
Sonju,Yakusoku no Neverland
Thoma (YnN),Yakusoku no Neverland
Vincent,Yakusoku no Neverland
Violet (YnN),Yakusoku no Neverland
Yverk,Yakusoku no Neverland
Yvette (YnN),Yakusoku no Neverland
Zack (YnN),Yakusoku no Neverland
Zazie,Yakusoku no Neverland
Akira Nishikiyama,Yakuza
Futoshi Shimano,Yakuza
Gary Buster Holmes,Yakuza
Goro Majima,Yakuza
Haruka Sawamura,Yakuza
Hiroshi Hayashi,Yakuza
Jo Amon,Yakuza
Kazuki (Yakuza),Yakuza
Kazuma Kiryu,Yakuza
Kyohei Jingu,Yakuza
Makoto Date,Yakuza
Masaru Sera,Yakuza
Osamu Kashiwagi,Yakuza
Reina (Yakuza),Yakuza
Shinji Tanaka,Yakuza
Shintaro Kazama,Yakuza
Sohei Dojima,Yakuza
Sotaro Komaki,Yakuza
The Florist of Sai,Yakuza
Yayoi Dojima,Yakuza
Yumi Sawamura,Yakuza
Yuya (Yakuza),Yakuza
Bacchus (Y0),Yakuza 0
Bob Utsunomiya,Yakuza 0
Daisaku Kuze,Yakuza 0
Hiroki Awano,Yakuza 0
Hiroya Egashira,Yakuza 0
Homare Nishitani,Yakuza 0
Jun Oda,Yakuza 0
Keiji Shibusawa,Yakuza 0
Makoto Makimura,Yakuza 0
Marina Shiraishi,Yakuza 0
Miracle Johnson,Yakuza 0
Nugget,Yakuza 0
Pocket Circuit Fighter,Yakuza 0
Tetsu Tachibana,Yakuza 0
Tsukasa Sagawa,Yakuza 0
Walking Erection,Yakuza 0
Wen Hai Lee,Yakuza 0
Yuki (Yakuza),Yakuza 0
AIKA (Yakuza),Yakuza 2
Daigo Dojima,Yakuza 2
Jiro Kawara,Yakuza 2
Kana Momonogi,Yakuza 2
Kaoru Sayama,Yakuza 2
